"subject_id","trial_id","expertise","congruity","reaction_time","is_correct","word","sound","word_label"
"2",12,"Musician","incongruent",738.4,TRUE,"Neg","Pos","Neg_4"
"2",13,"Musician","congruent",715.5,TRUE,"Neg","Neg","Neg_5"
"2",14,"Musician","incongruent",848,TRUE,"Neg","Pos","Neg_6"
"2",15,"Musician","incongruent",777.7,TRUE,"Neg","Pos","Neg_7"
"2",16,"Musician","incongruent",805.9,TRUE,"Neg","Pos","Neg_8"
"2",17,"Musician","incongruent",692.8,TRUE,"Pos","Neg","Pos_1"
"2",18,"Musician","congruent",771.7,TRUE,"Pos","Pos","Pos_2"
"2",19,"Musician","incongruent",857.9,TRUE,"Pos","Neg","Pos_3"
"2",20,"Musician","incongruent",833.6,TRUE,"Pos","Neg","Pos_4"
"2",21,"Musician","incongruent",770.7,TRUE,"Pos","Neg","Pos_5"
"2",22,"Musician","congruent",756.5,TRUE,"Pos","Pos","Pos_6"
"2",23,"Musician","congruent",820.2,TRUE,"Pos","Pos","Pos_7"
"2",24,"Musician","incongruent",739.1,TRUE,"Pos","Neg","Pos_8"
"2",25,"Musician","congruent",729,TRUE,"Neg","Neg","Neg_1"
"2",26,"Musician","congruent",634.9,FALSE,"Neg","Neg","Neg_2"
"2",27,"Musician","congruent",776.1,TRUE,"Neg","Neg","Neg_3"
"2",28,"Musician","incongruent",829.2,TRUE,"Neg","Pos","Neg_4"
"2",29,"Musician","incongruent",757.4,TRUE,"Neg","Pos","Neg_5"
"2",30,"Musician","congruent",749.9,TRUE,"Neg","Neg","Neg_6"
"2",31,"Musician","incongruent",796.3,TRUE,"Neg","Pos","Neg_7"
"2",32,"Musician","incongruent",755,TRUE,"Neg","Pos","Neg_8"
"2",33,"Musician","incongruent",707.4,TRUE,"Pos","Neg","Pos_1"
"2",34,"Musician","incongruent",837.9,TRUE,"Pos","Neg","Pos_2"
"2",35,"Musician","congruent",732.4,TRUE,"Pos","Pos","Pos_3"
"2",36,"Musician","incongruent",826.8,TRUE,"Pos","Neg","Pos_4"
"2",37,"Musician","congruent",742.4,TRUE,"Pos","Pos","Pos_5"
"2",38,"Musician","incongruent",811.6,FALSE,"Pos","Neg","Pos_6"
"2",39,"Musician","congruent",712.3,TRUE,"Pos","Pos","Pos_7"
"2",40,"Musician","congruent",862.3,TRUE,"Pos","Pos","Pos_8"
"2",41,"Musician","congruent",736,TRUE,"Neg","Neg","Neg_1"
"2",42,"Musician","incongruent",738.5,TRUE,"Neg","Pos","Neg_2"
"2",43,"Musician","congruent",740.9,FALSE,"Neg","Neg","Neg_3"
"2",44,"Musician","incongruent",742.8,TRUE,"Neg","Pos","Neg_4"
"2",45,"Musician","congruent",755.4,TRUE,"Neg","Neg","Neg_5"
"2",46,"Musician","incongruent",761.6,TRUE,"Neg","Pos","Neg_6"
"2",47,"Musician","congruent",712.1,TRUE,"Neg","Neg","Neg_7"
"2",48,"Musician","incongruent",837.6,TRUE,"Neg","Pos","Neg_8"
"2",49,"Musician","congruent",691.2,TRUE,"Pos","Pos","Pos_1"
"2",50,"Musician","incongruent",760.3,TRUE,"Pos","Neg","Pos_2"
"2",51,"Musician","congruent",743.6,TRUE,"Pos","Pos","Pos_3"
"2",52,"Musician","incongruent",807.3,TRUE,"Pos","Neg","Pos_4"
"2",53,"Musician","incongruent",792.6,FALSE,"Pos","Neg","Pos_5"
"2",54,"Musician","congruent",800.4,TRUE,"Pos","Pos","Pos_6"
"2",55,"Musician","congruent",892.5,TRUE,"Pos","Pos","Pos_7"
"2",56,"Musician","congruent",840.3,FALSE,"Pos","Pos","Pos_8"
"2",57,"Musician","incongruent",791.4,TRUE,"Neg","Pos","Neg_1"
"2",58,"Musician","congruent",778.8,TRUE,"Neg","Neg","Neg_2"
"2",59,"Musician","incongruent",775,TRUE,"Neg","Pos","Neg_3"
"2",60,"Musician","incongruent",8868.5085834004,TRUE,"Neg","Pos","Neg_4"
"2",61,"Musician","incongruent",816.3,TRUE,"Neg","Pos","Neg_5"
"2",62,"Musician","congruent",854.7,TRUE,"Neg","Neg","Neg_6"
"2",63,"Musician","congruent",755.5,TRUE,"Neg","Neg","Neg_7"
"2",64,"Musician","congruent",811.4,TRUE,"Neg","Neg","Neg_8"
"3",1,"Musician","congruent",845.9,TRUE,"Pos","Pos","Pos_1"
"3",2,"Musician","incongruent",791.7,TRUE,"Pos","Neg","Pos_2"
"3",3,"Musician","congruent",760.3,TRUE,"Pos","Pos","Pos_3"
"3",4,"Musician","congruent",783,TRUE,"Pos","Pos","Pos_4"
"3",5,"Musician","congruent",803.4,TRUE,"Pos","Pos","Pos_5"
"3",6,"Musician","congruent",909.3,TRUE,"Pos","Pos","Pos_6"
"3",7,"Musician","congruent",863.7,TRUE,"Pos","Pos","Pos_7"
"3",8,"Musician","congruent",1776.44244523253,TRUE,"Pos","Pos","Pos_8"
"3",9,"Musician","incongruent",867.5,TRUE,"Neg","Pos","Neg_1"
"3",10,"Musician","congruent",782.5,TRUE,"Neg","Neg","Neg_2"
"3",11,"Musician","incongruent",887.2,TRUE,"Neg","Pos","Neg_3"
"3",12,"Musician","incongruent",757.3,TRUE,"Neg","Pos","Neg_4"
"3",13,"Musician","congruent",791.9,TRUE,"Neg","Neg","Neg_5"
"3",14,"Musician","congruent",819.9,TRUE,"Neg","Neg","Neg_6"
"3",15,"Musician","incongruent",813.7,TRUE,"Neg","Pos","Neg_7"
"3",16,"Musician","congruent",847.6,TRUE,"Neg","Neg","Neg_8"
"3",17,"Musician","incongruent",2327.29696878232,TRUE,"Pos","Neg","Pos_1"
"3",18,"Musician","incongruent",835.3,FALSE,"Pos","Neg","Pos_2"
"3",19,"Musician","incongruent",878.3,TRUE,"Pos","Neg","Pos_3"
"3",20,"Musician","congruent",843.9,TRUE,"Pos","Pos","Pos_4"
"3",21,"Musician","incongruent",798.2,TRUE,"Pos","Neg","Pos_5"
"3",22,"Musician","incongruent",824.3,TRUE,"Pos","Neg","Pos_6"
"3",23,"Musician","congruent",791.8,TRUE,"Pos","Pos","Pos_7"
"3",24,"Musician","incongruent",806.5,TRUE,"Pos","Neg","Pos_8"
"3",25,"Musician","congruent",786,TRUE,"Neg","Neg","Neg_1"
"3",26,"Musician","congruent",813.4,TRUE,"Neg","Neg","Neg_2"
"3",27,"Musician","congruent",912.4,TRUE,"Neg","Neg","Neg_3"
"3",28,"Musician","incongruent",805.9,TRUE,"Neg","Pos","Neg_4"
"3",29,"Musician","incongruent",931.7,TRUE,"Neg","Pos","Neg_5"
"3",30,"Musician","congruent",882.9,TRUE,"Neg","Neg","Neg_6"
"3",31,"Musician","congruent",887.7,TRUE,"Neg","Neg","Neg_7"
"3",32,"Musician","incongruent",823.5,TRUE,"Neg","Pos","Neg_8"
"3",33,"Musician","incongruent",25.7509020809084,FALSE,"Pos","Neg","Pos_1"
"3",34,"Musician","congruent",932,TRUE,"Pos","Pos","Pos_2"
"3",35,"Musician","congruent",846.4,TRUE,"Pos","Pos","Pos_3"
"3",36,"Musician","congruent",797.5,TRUE,"Pos","Pos","Pos_4"
"3",37,"Musician","incongruent",805.6,TRUE,"Pos","Neg","Pos_5"
"3",38,"Musician","incongruent",908.7,TRUE,"Pos","Neg","Pos_6"
"3",39,"Musician","incongruent",842.4,TRUE,"Pos","Neg","Pos_7"
"3",40,"Musician","incongruent",873.9,TRUE,"Pos","Neg","Pos_8"
"3",41,"Musician","incongruent",816.2,TRUE,"Neg","Pos","Neg_1"
"3",42,"Musician","incongruent",863.2,TRUE,"Neg","Pos","Neg_2"
"3",43,"Musician","incongruent",825,TRUE,"Neg","Pos","Neg_3"
"3",44,"Musician","incongruent",893.4,TRUE,"Neg","Pos","Neg_4"
"3",45,"Musician","congruent",833.1,TRUE,"Neg","Neg","Neg_5"
"3",46,"Musician","incongruent",812,TRUE,"Neg","Pos","Neg_6"
"3",47,"Musician","congruent",815.3,TRUE,"Neg","Neg","Neg_7"
"3",48,"Musician","incongruent",911.1,TRUE,"Neg","Pos","Neg_8"
"3",49,"Musician","incongruent",801.5,TRUE,"Pos","Neg","Pos_1"
"3",50,"Musician","congruent",727.8,TRUE,"Pos","Pos","Pos_2"
"3",51,"Musician","congruent",783.2,TRUE,"Pos","Pos","Pos_3"
"3",52,"Musician","incongruent",717.8,TRUE,"Pos","Neg","Pos_4"
"3",53,"Musician","incongruent",789.2,FALSE,"Pos","Neg","Pos_5"
"3",54,"Musician","incongruent",17.0596771710552,TRUE,"Pos","Neg","Pos_6"
"3",55,"Musician","congruent",811.3,TRUE,"Pos","Pos","Pos_7"
"3",56,"Musician","congruent",873.4,TRUE,"Pos","Pos","Pos_8"
"3",57,"Musician","congruent",782.4,TRUE,"Neg","Neg","Neg_1"
"3",58,"Musician","incongruent",848.7,TRUE,"Neg","Pos","Neg_2"
"3",59,"Musician","congruent",918.7,TRUE,"Neg","Neg","Neg_3"
"3",60,"Musician","congruent",783.1,TRUE,"Neg","Neg","Neg_4"
"3",61,"Musician","congruent",828.3,TRUE,"Neg","Neg","Neg_5"
"3",62,"Musician","congruent",717.4,TRUE,"Neg","Neg","Neg_6"
"3",63,"Musician","congruent",756.3,TRUE,"Neg","Neg","Neg_7"
"3",64,"Musician","congruent",885.2,TRUE,"Neg","Neg","Neg_8"
"4",1,"Non-musician","incongruent",853.6,TRUE,"Pos","Neg","Pos_1"
"4",2,"Non-musician","congruent",904.8,TRUE,"Pos","Pos","Pos_2"
"4",3,"Non-musician","incongruent",891.4,FALSE,"Pos","Neg","Pos_3"
"4",4,"Non-musician","congruent",784.4,TRUE,"Pos","Pos","Pos_4"
"4",5,"Non-musician","incongruent",797.2,TRUE,"Pos","Neg","Pos_5"
"4",6,"Non-musician","incongruent",984.5,TRUE,"Pos","Neg","Pos_6"
"4",7,"Non-musician","incongruent",832.9,TRUE,"Pos","Neg","Pos_7"
"4",8,"Non-musician","congruent",947,TRUE,"Pos","Pos","Pos_8"
"4",9,"Non-musician","incongruent",906.1,TRUE,"Neg","Pos","Neg_1"
"4",10,"Non-musician","incongruent",1011.6,TRUE,"Neg","Pos","Neg_2"
"4",11,"Non-musician","incongruent",957.1,TRUE,"Neg","Pos","Neg_3"
"4",12,"Non-musician","incongruent",885.9,FALSE,"Neg","Pos","Neg_4"
"4",13,"Non-musician","incongruent",993.9,TRUE,"Neg","Pos","Neg_5"
"4",14,"Non-musician","congruent",850.2,TRUE,"Neg","Neg","Neg_6"
"4",15,"Non-musician","incongruent",903,TRUE,"Neg","Pos","Neg_7"
"4",16,"Non-musician","congruent",853.5,TRUE,"Neg","Neg","Neg_8"
"4",17,"Non-musician","incongruent",828.6,TRUE,"Pos","Neg","Pos_1"
"4",18,"Non-musician","congruent",893.5,TRUE,"Pos","Pos","Pos_2"
"4",19,"Non-musician","congruent",915.4,TRUE,"Pos","Pos","Pos_3"
"4",20,"Non-musician","incongruent",914.1,FALSE,"Pos","Neg","Pos_4"
"4",21,"Non-musician","congruent",916,TRUE,"Pos","Pos","Pos_5"
"4",22,"Non-musician","congruent",828.1,TRUE,"Pos","Pos","Pos_6"
"4",23,"Non-musician","congruent",866.8,TRUE,"Pos","Pos","Pos_7"
"4",24,"Non-musician","congruent",864,TRUE,"Pos","Pos","Pos_8"
"4",25,"Non-musician","congruent",767.2,TRUE,"Neg","Neg","Neg_1"
"4",26,"Non-musician","incongruent",871,TRUE,"Neg","Pos","Neg_2"
"4",27,"Non-musician","incongruent",962.9,TRUE,"Neg","Pos","Neg_3"
"4",28,"Non-musician","congruent",911.1,TRUE,"Neg","Neg","Neg_4"
"4",29,"Non-musician","congruent",802.9,TRUE,"Neg","Neg","Neg_5"
"4",30,"Non-musician","incongruent",830.1,TRUE,"Neg","Pos","Neg_6"
"4",31,"Non-musician","incongruent",800.7,FALSE,"Neg","Pos","Neg_7"
"4",32,"Non-musician","incongruent",947.3,TRUE,"Neg","Pos","Neg_8"
"4",33,"Non-musician","incongruent",859.4,FALSE,"Pos","Neg","Pos_1"
"4",34,"Non-musician","incongruent",865.8,TRUE,"Pos","Neg","Pos_2"
"4",35,"Non-musician","congruent",785,TRUE,"Pos","Pos","Pos_3"
"4",36,"Non-musician","incongruent",877,TRUE,"Pos","Neg","Pos_4"
"4",37,"Non-musician","incongruent",953.2,TRUE,"Pos","Neg","Pos_5"
"4",38,"Non-musician","congruent",1572.46024359483,TRUE,"Pos","Pos","Pos_6"
"4",39,"Non-musician","incongruent",909.5,TRUE,"Pos","Neg","Pos_7"
"4",40,"Non-musician","incongruent",895,TRUE,"Pos","Neg","Pos_8"
"4",41,"Non-musician","incongruent",853.5,FALSE,"Neg","Pos","Neg_1"
"4",42,"Non-musician","incongruent",793.1,TRUE,"Neg","Pos","Neg_2"
"4",43,"Non-musician","congruent",893.1,TRUE,"Neg","Neg","Neg_3"
"4",44,"Non-musician","incongruent",896,TRUE,"Neg","Pos","Neg_4"
"4",45,"Non-musician","congruent",944.5,TRUE,"Neg","Neg","Neg_5"
"4",46,"Non-musician","incongruent",932.3,TRUE,"Neg","Pos","Neg_6"
"4",47,"Non-musician","incongruent",NA,TRUE,"Neg","Pos","Neg_7"
"4",48,"Non-musician","congruent",949.9,TRUE,"Neg","Neg","Neg_8"
"4",49,"Non-musician","congruent",782.9,TRUE,"Pos","Pos","Pos_1"
"4",50,"Non-musician","incongrunet",990.7,FALSE,"Pos","Neg","Pos_2"
"4",51,"Non-musician","congruent",774.7,TRUE,"Pos","Pos","Pos_3"
"4",52,"Non-musician","incongruent",808.4,TRUE,"Pos","Neg","Pos_4"
"4",53,"Non-musician","congruent",854.9,TRUE,"Pos","Pos","Pos_5"
"4",54,"Non-musician","incongruent",836.6,TRUE,"Pos","Neg","Pos_6"
"4",55,"Non-musician","incongruent",914.6,TRUE,"Pos","Neg","Pos_7"
"4",56,"Non-musician","incongruent",932.9,TRUE,"Pos","Neg","Pos_8"
"4",57,"Non-musician","incongruent",953.1,TRUE,"Neg","Pos","Neg_1"
"4",58,"Non-musician","congruent",904.8,TRUE,"Neg","Neg","Neg_2"
"4",59,"Non-musician","incongruent",944.4,FALSE,"Neg","Pos","Neg_3"
"4",60,"Non-musician","incongruent",957.3,TRUE,"Neg","Pos","Neg_4"
"4",61,"Non-musician","congruent",921.4,TRUE,"Neg","Neg","Neg_5"
"4",62,"Non-musician","congruent",866.5,TRUE,"Neg","Neg","Neg_6"
"4",63,"Non-musician","incongruent",774.7,TRUE,"Neg","Pos","Neg_7"
"4",64,"Non-musician","incongruent",823.3,TRUE,"Neg","Pos","Neg_8"
"5",1,"Musician","incongruent",830.4,TRUE,"Pos","Neg","Pos_1"
"5",2,"Musician","congruent",713.4,TRUE,"Pos","Pos","Pos_2"
"5",3,"Musician","incongruent",896,FALSE,"Pos","Neg","Pos_3"
"5",4,"Musician","incongruent",829,TRUE,"Pos","Neg","Pos_4"
"5",5,"Musician","incongruent",870.6,TRUE,"Pos","Neg","Pos_5"
"5",6,"Musician","congruent",798.8,TRUE,"Pos","Pos","Pos_6"
"5",7,"Musician","incongruent",764.9,TRUE,"Pos","Neg","Pos_7"
"5",8,"Musician","incongruent",777.6,TRUE,"Pos","Neg","Pos_8"
"5",9,"Musician","incongruent",764.5,TRUE,"Neg","Pos","Neg_1"
"5",10,"Musician","incongruent",842.6,TRUE,"Neg","Pos","Neg_2"
"5",11,"Musician","incongruent",847,TRUE,"Neg","Pos","Neg_3"
"5",12,"Musician","incongruent",822,TRUE,"Neg","Pos","Neg_4"
"5",13,"Musician","congruent",839.9,TRUE,"Neg","Neg","Neg_5"
"5",14,"Musician","incongruent",919.5,TRUE,"Neg","Pos","Neg_6"
"5",15,"Musician","incongruent",888.4,TRUE,"Neg","Pos","Neg_7"
"5",16,"Musician","incongruent",860.1,TRUE,"Neg","Pos","Neg_8"
"5",17,"Musician","congruent",860,TRUE,"Pos","Pos","Pos_1"
"5",18,"Musician","congruent",890.8,TRUE,"Pos","Pos","Pos_2"
"5",19,"Musician","incongruent",886.9,TRUE,"Pos","Neg","Pos_3"
"5",20,"Musician","incongruent",733,TRUE,"Pos","Neg","Pos_4"
"5",21,"Musician","congruent",814.7,FALSE,"Pos","Pos","Pos_5"
"5",22,"Musician","congruent",834.2,TRUE,"Pos","Pos","Pos_6"
"5",23,"Musician","congruent",850,TRUE,"Pos","Pos","Pos_7"
"5",24,"Musician","incongruent",898.3,TRUE,"Pos","Neg","Pos_8"
"5",25,"Musician","incongrunet",842.2,TRUE,"Neg","Pos","Neg_1"
"5",26,"Musician","incongruent",880.1,TRUE,"Neg","Pos","Neg_2"
"5",27,"Musician","congruent",839.2,TRUE,"Neg","Neg","Neg_3"
"5",28,"Musician","congruent",839.9,TRUE,"Neg","Neg","Neg_4"
"5",29,"Musician","incongruent",874.5,TRUE,"Neg","Pos","Neg_5"
"5",30,"Musician","congruent",809.1,TRUE,"Neg","Neg","Neg_6"
"5",31,"Musician","incongruent",865.8,TRUE,"Neg","Pos","Neg_7"
"5",32,"Musician","congruent",877.5,TRUE,"Neg","Neg","Neg_8"
"5",33,"Musician","congruent",785.1,TRUE,"Pos","Pos","Pos_1"
"5",34,"Musician","congruent",838.2,TRUE,"Pos","Pos","Pos_2"
"5",35,"Musician","incongruent",821.3,TRUE,"Pos","Neg","Pos_3"
"5",36,"Musician","congruent",780.2,TRUE,"Pos","Pos","Pos_4"
"5",37,"Musician","congruent",835.7,TRUE,"Pos","Pos","Pos_5"
"5",38,"Musician","congruent",752.8,TRUE,"Pos","Pos","Pos_6"
"5",39,"Musician","congruent",849.6,TRUE,"Pos","Pos","Pos_7"
"5",40,"Musician","incongruent",873.7,TRUE,"Pos","Neg","Pos_8"
"5",41,"Musician","congruent",809.8,TRUE,"Neg","Neg","Neg_1"
"5",42,"Musician","incongruent",870.9,FALSE,"Neg","Pos","Neg_2"
"5",43,"Musician","congruent",744.4,TRUE,"Neg","Neg","Neg_3"
"5",44,"Musician","congruent",793.7,TRUE,"Neg","Neg","Neg_4"
"5",45,"Musician","congruent",866.6,TRUE,"Neg","Neg","Neg_5"
"5",46,"Musician","congruent",885.4,TRUE,"Neg","Neg","Neg_6"
"5",47,"Musician","incongruent",873.5,FALSE,"Neg","Pos","Neg_7"
"5",48,"Musician","incongruent",852.2,TRUE,"Neg","Pos","Neg_8"
"5",49,"Musician","incongruent",848.8,TRUE,"Pos","Neg","Pos_1"
"5",50,"Musician","congruent",813.7,TRUE,"Pos","Pos","Pos_2"
"5",51,"Musician","incongruent",868.2,TRUE,"Pos","Neg","Pos_3"
"5",52,"Musician","congruent",7941.35733973235,TRUE,"Pos","Pos","Pos_4"
"5",53,"Musician","congruent",756.7,TRUE,"Pos","Pos","Pos_5"
"5",54,"Musician","congruent",850.2,TRUE,"Pos","Pos","Pos_6"
"5",55,"Musician","incongruent",840.3,TRUE,"Pos","Neg","Pos_7"
"5",56,"Musician","congruent",764.2,TRUE,"Pos","Pos","Pos_8"
"5",57,"Musician","incongruent",802.2,TRUE,"Neg","Pos","Neg_1"
"5",58,"Musician","incongruent",819,TRUE,"Neg","Pos","Neg_2"
"5",59,"Musician","incongruent",837.8,TRUE,"Neg","Pos","Neg_3"
"5",60,"Musician","congruent",790.5,TRUE,"Neg","Neg","Neg_4"
"5",61,"Musician","congruent",771.3,TRUE,"Neg","Neg","Neg_5"
"5",62,"Musician","congruent",782.3,TRUE,"Neg","Neg","Neg_6"
"5",63,"Musician","congruent",791.7,TRUE,"Neg","Neg","Neg_7"
"5",64,"Musician","incongruent",729.3,TRUE,"Neg","Pos","Neg_8"
"6",1,"Musician","congruent",791.3,TRUE,"Pos","Pos","Pos_1"
"6",2,"Musician","congruent",769.2,TRUE,"Pos","Pos","Pos_2"
"6",3,"Musician","congruent",825.8,TRUE,"Pos","Pos","Pos_3"
"6",4,"Musician","congruent",769.2,TRUE,"Pos","Pos","Pos_4"
"6",5,"Musician","congruent",776.8,TRUE,"Pos","Pos","Pos_5"
"6",6,"Musician","congruent",850.1,TRUE,"Pos","Pos","Pos_6"
"6",7,"Musician","incongruent",845.6,FALSE,"Pos","Neg","Pos_7"
"6",8,"Musician","incongruent",784.7,TRUE,"Pos","Neg","Pos_8"
"6",9,"Musician","incongruent",879.8,TRUE,"Neg","Pos","Neg_1"
"6",10,"Musician","incongruent",845.1,FALSE,"Neg","Pos","Neg_2"
"6",11,"Musician","congruent",776,TRUE,"Neg","Neg","Neg_3"
"6",12,"Musician","congruent",799.7,TRUE,"Neg","Neg","Neg_4"
"6",13,"Musician","congruent",870.5,TRUE,"Neg","Neg","Neg_5"
"6",14,"Musician","incongruent",830.8,TRUE,"Neg","Pos","Neg_6"
"6",15,"Musician","congruent",876.6,TRUE,"Neg","Neg","Neg_7"
"6",16,"Musician","congruent",762.6,TRUE,"Neg","Neg","Neg_8"
"6",17,"Musician","congruent",737.9,TRUE,"Pos","Pos","Pos_1"
"6",18,"Musician","incongruent",776.1,TRUE,"Pos","Neg","Pos_2"
"6",19,"Musician","congruent",766.1,TRUE,"Pos","Pos","Pos_3"
"6",20,"Musician","incongruent",803.5,TRUE,"Pos","Neg","Pos_4"
"6",21,"Musician","congruent",819.3,FALSE,"Pos","Pos","Pos_5"
"6",22,"Musician","congruent",802.3,TRUE,"Pos","Pos","Pos_6"
"6",23,"Musician","congruent",871.9,TRUE,"Pos","Pos","Pos_7"
"6",24,"Musician","incongruent",786.1,TRUE,"Pos","Neg","Pos_8"
"6",25,"Musician","incongruent",831.7,TRUE,"Neg","Pos","Neg_1"
"6",26,"Musician","incongruent",769.2,FALSE,"Neg","Pos","Neg_2"
"6",27,"Musician","incongruent",889.5,TRUE,"Neg","Pos","Neg_3"
